github_path,category,dependency_partition,size,sha256,archive_identical_elsewhere,archive_same_basename_elsewhere,included_by_count,included_by
Library/QHTM_FullSource1967/components/datasource/datasourceabc.h,third-party/middleware,normal player dependency,1198,6bf3a5957fe70dfe383333e58546afef7758f5111e43e67320e3ffccd4d3774f,,,3,Library/QHTM_FullSource1967/components/datasource/bufferdatasource.h;Library/QHTM_FullSource1967/components/datasource/datasourceabc.cpp;Library/QHTM_FullSource1967/components/datasource/filedatasource.h
Library/QHTM_FullSource1967/components/datasource/filedatasource.cpp,third-party/middleware,normal player dependency,1819,569dd1163c4ac4249ed72755cdf92530ca44b9b96136bb320d756374faffa24f,,,0,
Library/QHTM_FullSource1967/components/datasource/filedatasource.h,third-party/middleware,normal player dependency,936,cc87da826f22742af3a0d29589a03bcfc4d635ae401873eaa071ab20032ce72c,,,1,Library/QHTM_FullSource1967/components/datasource/filedatasource.cpp
Library/QHTM_FullSource1967/components/datasource/resourcedatasource.cpp,third-party/middleware,normal player dependency,1296,30527349b3217275067c87a67e56ebbd7a793beb454b372031ba95bf84aa5b98,,,0,
Library/QHTM_FullSource1967/components/datasource/resourcedatasource.h,third-party/middleware,normal player dependency,1011,0c6fa5df7f20039cb617960c3367026dc392f57a25bf20320a8b8e2118068468,,,1,Library/QHTM_FullSource1967/components/datasource/resourcedatasource.cpp
Library/QHTM_FullSource1967/components/datasource/stdafx.cpp,third-party/middleware,normal player dependency,202,091e39f89e7aa51a5280879c8ccfeb5925d2aa62d664325dca98da8f2d8ccea7,,SetRegistry/SetRegistry/StdAfx.cpp;SetRegistry/StdAfx.cpp;StdAfx.cpp;XFControl/StdAfx.cpp;XFileTransfer/StdAfx.cpp;XLauncher/StdAfx.cpp;XPacker/StdAfx.cpp;XPatch/StdAfx.cpp;qhtm sdk/qhtm static link/stdafx.cpp;qhtm sdk/stdafx.cpp;qhtm sdk/test/stdafx.cpp,0,
Library/QHTM_FullSource1967/components/datasource/stdafx.h,third-party/middleware,normal player dependency,769,7697899c0cbaede0bdbccf0587b849c62ca3b3f1c4027edbb47fa422e11cb62c,,SetRegistry/SetRegistry/StdAfx.h;SetRegistry/StdAfx.h;StdAfx.h;XFControl/StdAfx.h;XFileTransfer/StdAfx.h;XLauncher/StdAfx.h;XPacker/StdAfx.h;XPatch/StdAfx.h;qhtm sdk/qhtm static link/stdafx.h;qhtm sdk/stdafx.h;qhtm sdk/test/stdafx.h,5,Library/QHTM_FullSource1967/components/datasource/bufferdatasource.cpp;Library/QHTM_FullSource1967/components/datasource/datasourceabc.cpp;Library/QHTM_FullSource1967/components/datasource/filedatasource.cpp;Library/QHTM_FullSource1967/components/datasource/resourcedatasource.cpp;Library/QHTM_FullSource1967/components/datasource/stdafx.cpp
Library/QHTM_FullSource1967/components/debughlp/apifailure.cpp,third-party/middleware,normal player dependency,3139,dc8feadec581d5e374e0fca21cf630d53147b854194bc1f56c915d8cdb34de83,,,0,
Library/QHTM_FullSource1967/components/debughlp/assertfailed.cpp,third-party/middleware,normal player dependency,2567,05dc8b8f252e9f9ca85b8287a8f2dcc8968fb44fc3d4b804ad9ad4485f7c5c04,,,0,
Library/QHTM_FullSource1967/components/debughlp/debughlp.cpp,third-party/middleware,normal player dependency,1911,6fb8f6307fc993ea0a817cc990afb94613b7e968745281eafe27f3b1341de194,,,0,
Library/QHTM_FullSource1967/components/debughlp/debughlp.h,third-party/middleware,normal player dependency,6277,0f1ea484c4daeedf3014b943a8345fd68505104871ab2b9586bf2650c39d7935,,,12,Library/QHTM_FullSource1967/components/debughlp/apifailure.cpp;Library/QHTM_FullSource1967/components/debughlp/assertfailed.cpp;Library/QHTM_FullSource1967/components/debughlp/debughlp.cpp;Library/QHTM_FullSource1967/components/debughlp/trace.cpp;Library/QHTM_FullSource1967/components/guitools/palette.cpp;Library/QHTM_FullSource1967/components/platform/platform.h;Library/QHTM_FullSource1967/components/qhtm/aquireimage.cpp;Library/QHTM_FullSource1967/components/qhtm/decodecharset.cpp;Library/QHTM_FullSource1967/components/qhtm/getfontsizeaspixels.cpp;Library/QHTM_FullSource1967/components/qhtm/htmlparsebase.cpp;Library/QHTM_FullSource1967/components/qhtm/simplestring.cpp;Library/QHTM_FullSource1967/components/qhtm/tablelayout.cpp
Library/QHTM_FullSource1967/components/debughlp/stdafx.cpp,third-party/middleware,normal player dependency,287,aab907ada4f9c19daf936ba9c1be2b8974d8627a932cfe80d46710c039d43cb2,,SetRegistry/SetRegistry/StdAfx.cpp;SetRegistry/StdAfx.cpp;StdAfx.cpp;XFControl/StdAfx.cpp;XFileTransfer/StdAfx.cpp;XLauncher/StdAfx.cpp;XPacker/StdAfx.cpp;XPatch/StdAfx.cpp;qhtm sdk/qhtm static link/stdafx.cpp;qhtm sdk/stdafx.cpp;qhtm sdk/test/stdafx.cpp,0,
Library/QHTM_FullSource1967/components/debughlp/stdafx.h,third-party/middleware,normal player dependency,921,dbd8bb8fb81b32c4f387daed2be48bdd8badd4e64e612fbe08faafe8e5e36990,,SetRegistry/SetRegistry/StdAfx.h;SetRegistry/StdAfx.h;StdAfx.h;XFControl/StdAfx.h;XFileTransfer/StdAfx.h;XLauncher/StdAfx.h;XPacker/StdAfx.h;XPatch/StdAfx.h;qhtm sdk/qhtm static link/stdafx.h;qhtm sdk/stdafx.h;qhtm sdk/test/stdafx.h,6,Library/QHTM_FullSource1967/components/debughlp/apifailure.cpp;Library/QHTM_FullSource1967/components/debughlp/assertfailed.cpp;Library/QHTM_FullSource1967/components/debughlp/debughlp.cpp;Library/QHTM_FullSource1967/components/debughlp/stdafx.cpp;Library/QHTM_FullSource1967/components/debughlp/trace.cpp;Library/QHTM_FullSource1967/components/debughlp/vmalprintf.cpp
Library/QHTM_FullSource1967/components/debughlp/trace.cpp,third-party/middleware,normal player dependency,5930,dbdb18899729b8bfd36b179124891eb60bacc00698b6a374b5aab5ae33f82606,,,0,
Library/QHTM_FullSource1967/components/debughlp/vmalprintf.cpp,third-party/middleware,normal player dependency,2697,7289cb227fab04307c5991fa698a262d0a5b5a20f6f8d6553b9d4cfe084371ee,,,0,
Library/QHTM_FullSource1967/components/guitools/compatibledc.h,third-party/middleware,normal player dependency,682,77f2bbae0a3cf39948ff1dd0787cf63c5cfdecc4dcf216bfd700a85831b6658d,,,3,Library/QHTM_FullSource1967/components/guitools/dib.cpp;Library/QHTM_FullSource1967/components/guitools/dibcreatecopy.cpp;Library/QHTM_FullSource1967/components/guitools/dibdrawbitmapontous.cpp
Library/QHTM_FullSource1967/components/guitools/createroundcornerregion.cpp,third-party/middleware,normal player dependency,1504,e13ebf01170443e45feaab97236eaae1a65964ce992e5364cf45012ca0aea632,,,0,
Library/QHTM_FullSource1967/components/guitools/dib.cpp,third-party/middleware,normal player dependency,10659,d929b8cc335863ac1074328a31abfe72c3aa2ba7a1f6829ad123f6b3fce23810,,XLauncher/Dib.cpp;XPatch/Dib.cpp,0,
Library/QHTM_FullSource1967/components/guitools/dib.h,third-party/middleware,normal player dependency,3798,d0704ae62e6d5f875c7cbd5c3efd8e84f540dac93413a37a0fe2ac58ce346542,,XLauncher/DIB.h;XPatch/DIB.h,23,Library/QHTM_FullSource1967/components/guitools/dib.cpp;Library/QHTM_FullSource1967/components/guitools/dibalphablend.cpp;Library/QHTM_FullSource1967/components/guitools/dibblur.cpp;Library/QHTM_FullSource1967/components/guitools/dibcleartocolour.cpp;Library/QHTM_FullSource1967/components/guitools/dibconverttograyscale.cpp;Library/QHTM_FullSource1967/components/guitools/dibcreatecopy.cpp;Library/QHTM_FullSource1967/components/guitools/dibcreateregionfromtransparency.cpp;Library/QHTM_FullSource1967/components/guitools/dibcreateresized.cpp;Library/QHTM_FullSource1967/components/guitools/dibdrawbitmapontous.cpp;Library/QHTM_FullSource1967/components/guitools/dibdrawline.cpp;Library/QHTM_FullSource1967/components/guitools/dibdrawtransparent.cpp;Library/QHTM_FullSource1967/components/guitools/dibdrawwithalphachannel.cpp;Library/QHTM_FullSource1967/components/guitools/dibfillrect.cpp;Library/QHTM_FullSource1967/components/guitools/dibgetpixel.cpp;Library/QHTM_FullSource1967/components/guitools/dibgradientfilllefttoright.cpp;Library/QHTM_FullSource1967/components/guitools/dibgradientfilltoptobottom.cpp;Library/QHTM_FullSource1967/components/guitools/dibputpixel.cpp;Library/QHTM_FullSource1967/components/guitools/dibputpixelblend.cpp;Library/QHTM_FullSource1967/components/guitools/dibrectangle.cpp;Library/QHTM_FullSource1967/components/guitools/dibsetcolourtransparent.cpp;Library/QHTM_FullSource1967/components/guitools/drawbitmapshadow.cpp;Library/QHTM_FullSource1967/components/guitools/drawcontext.h;Library/QHTM_FullSource1967/components/guitools/guitools.h
Library/QHTM_FullSource1967/components/guitools/dibalphablend.cpp,third-party/middleware,normal player dependency,1941,576377dc46494596d56053fd616d6abd102f7e522a0e8a81b9629cc3e135805b,,,0,
Library/QHTM_FullSource1967/components/guitools/dibblur.cpp,third-party/middleware,normal player dependency,1507,11a9aa640f887099ff7d00d31852c511fd1d24ceeeec9e9e7586d0c10d3b39cf,,,0,
Library/QHTM_FullSource1967/components/guitools/dibcleartocolour.cpp,third-party/middleware,normal player dependency,849,1d98ad721354481911993cefc54748f8588b19bb01ee9281d9e8f7d64169d277,,,0,
Library/QHTM_FullSource1967/components/guitools/dibconverttograyscale.cpp,third-party/middleware,normal player dependency,1049,901c36fc98dffc63b8add01b055a33cf2a22f95052c0f07cc53e6eb07b32ba8e,,,0,
Library/QHTM_FullSource1967/components/guitools/dibcreatecopy.cpp,third-party/middleware,normal player dependency,1162,fe23c59633013f784351211ff648fe0de915768f05b3db8d339fe2d4d91aecf9,,,0,
Library/QHTM_FullSource1967/components/guitools/dibcreateregionfromtransparency.cpp,third-party/middleware,normal player dependency,1322,8366dfc65ee1d066fe07a5591215dc4ba8a76aecae021135cf7010ffd9aa1264,,,0,
Library/QHTM_FullSource1967/components/guitools/dibcreateresized.cpp,third-party/middleware,normal player dependency,7016,a8d5eec0f1216c6d84829e6c165d403555549a55b9ad4b5d16dab728918f262e,,,0,
Library/QHTM_FullSource1967/components/guitools/dibdrawbitmapontous.cpp,third-party/middleware,normal player dependency,1028,a5768e4545832c398948d73854a623ae1a5df21000fc97f2bb0d16400666d285,,,0,
Library/QHTM_FullSource1967/components/guitools/dibdrawline.cpp,third-party/middleware,normal player dependency,2670,46e8b514ed3ca62e100b7c0fa3bf1490249338019e3358ab1ef27879318dc6a0,,,0,
Library/QHTM_FullSource1967/components/guitools/dibdrawtransparent.cpp,third-party/middleware,normal player dependency,1309,c279fe94861c4371ac23adccd3e97d32af7f2a60c8c47e88d7f6584957a840eb,,,0,
Library/QHTM_FullSource1967/components/guitools/dibdrawwithalphachannel.cpp,third-party/middleware,normal player dependency,1282,96218bed41bf4f1e8953a39a59ee390b62af789dc24247941f55655ed1a2a097,,,0,
Library/QHTM_FullSource1967/components/guitools/dibfillrect.cpp,third-party/middleware,normal player dependency,1447,93232a6d3bd00b896cddbf440486a62a5019e1303af260afb2cec57cd16b9f59,,,0,
Library/QHTM_FullSource1967/components/guitools/dibgetpixel.cpp,third-party/middleware,normal player dependency,816,fbf9a18882c257d029d9117fe82a4fad3feb936b8156a4def23abd483e1246c2,,,0,
Library/QHTM_FullSource1967/components/guitools/dibgradientfilllefttoright.cpp,third-party/middleware,normal player dependency,1271,d87783f1b9c2dde62fd0018a3ee2a9f9b27a6f9b28c8e0e25c138d415bfa6d8b,,,0,
Library/QHTM_FullSource1967/components/guitools/dibgradientfilltoptobottom.cpp,third-party/middleware,normal player dependency,1700,15fce849a9dfc6550e9297a10b3172ef17cee85e133714da54edb4f981df94af,,,0,
Library/QHTM_FullSource1967/components/guitools/dibputpixel.cpp,third-party/middleware,normal player dependency,783,33a4db1467db18f2b570e4643027d5629f98385b408c54614793174bc5c462ba,,,0,
Library/QHTM_FullSource1967/components/guitools/dibputpixelblend.cpp,third-party/middleware,normal player dependency,1056,0b7bff02d7a3adb11dae31a8406cafc4119208bccc57d02579a2af3b146b1b49,,,0,
Library/QHTM_FullSource1967/components/guitools/dibrectangle.cpp,third-party/middleware,normal player dependency,1672,7c8101ac9fee693bf425d8aa42af270ebe061ecd1d8854b39d69bf20eee6877c,,,0,
Library/QHTM_FullSource1967/components/guitools/dibsetcolourtransparent.cpp,third-party/middleware,normal player dependency,1058,041c55e70c1450a80967b2e4cd6a378f0635873a705280db6346a184dd9d638d,,,0,
Library/QHTM_FullSource1967/components/guitools/drawbitmapshadow.cpp,third-party/middleware,normal player dependency,1988,e6dab0e636c707352124cadccec15005813ee2fed808b7337560e82f3406f79f,,,0,
Library/QHTM_FullSource1967/components/guitools/drawcontext.cpp,third-party/middleware,normal player dependency,16339,8ff6b4e2136a8ebd04c5cf8f8f191c443d3d4f78f490490e8b16b5965ed260b4,,,0,
Library/QHTM_FullSource1967/components/guitools/drawcontext.h,third-party/middleware,normal player dependency,7736,7dab0f0b288dbb3e85d99e6ca3382c5dd281f8c7be1c59c7a53383551ab967c8,,,4,Library/QHTM_FullSource1967/components/guitools/drawcontext.cpp;Library/QHTM_FullSource1967/components/guitools/gradientfill.h;Library/QHTM_FullSource1967/components/guitools/guibaseobject.h;Library/QHTM_FullSource1967/components/guitools/guitools.h
Library/QHTM_FullSource1967/components/guitools/drawcontext.inl,third-party/middleware,normal player dependency,4083,31473976f2092275df449547e9023bd7e20c61a55801c29c560d04eb041fa862,,,1,Library/QHTM_FullSource1967/components/guitools/drawcontext.h
Library/QHTM_FullSource1967/components/guitools/fontdef.h,third-party/middleware,normal player dependency,1475,26faf34816641732c5fbf06be75e2d8050a109eadd08a3d84ba19ef0908805eb,,,1,Library/QHTM_FullSource1967/components/guitools/drawcontext.h
Library/QHTM_FullSource1967/components/guitools/gradientfill.cpp,third-party/middleware,normal player dependency,2583,b47300938dbe49a4925d0b1fe92c621be548221b23ae7093704b9a7d2e3514d4,,,0,
Library/QHTM_FullSource1967/components/guitools/gradientfill.h,third-party/middleware,normal player dependency,1024,50120788f3a1d90ab56a05ec7c1ac082b67753dd8efb3d7a05760d4728b77264,,,1,Library/QHTM_FullSource1967/components/guitools/guitools.h
Library/QHTM_FullSource1967/components/guitools/guibaseobject.cpp,third-party/middleware,normal player dependency,4089,908a12211c2d435ea932eb086861473eb6dbf7147bf6c06df3a3377adf07257c,,,0,
Library/QHTM_FullSource1967/components/guitools/guibaseobject.h,third-party/middleware,normal player dependency,3281,6cd5898840cc90e979678d1682b35564e7955f551e02a76c25c7a729a0b5f622,,,1,Library/QHTM_FullSource1967/components/guitools/guibaseobject.cpp
Library/QHTM_FullSource1967/components/guitools/guibasewindowobject.cpp,third-party/middleware,normal player dependency,7972,f79894f0c8ce00a2872d74b34e871259eff950fc9e477ec87be09b0970051455,,,0,
Library/QHTM_FullSource1967/components/guitools/guibasewindowobject.h,third-party/middleware,normal player dependency,4097,96e568be86af5a9f48ca3beadecbf0b6d4c17d2674334c7e23dec9b0588973b7,,,1,Library/QHTM_FullSource1967/components/guitools/guibasewindowobject.cpp
Library/QHTM_FullSource1967/components/guitools/guihotmixin.h,third-party/middleware,normal player dependency,993,13a6c2d0bdd8da191107ff28a8dbbe1ff2d219091038b0cae050c0f51b59f2a0,,,0,
Library/QHTM_FullSource1967/components/guitools/guitools.h,third-party/middleware,normal player dependency,1127,087955c2f06864bd0349a870b564ff2abdfde6ad04b1906453c2dfbd3a8aea12,,,3,Library/QHTM_FullSource1967/components/guitools/createroundcornerregion.cpp;Library/QHTM_FullSource1967/components/guitools/gradientfill.cpp;Library/QHTM_FullSource1967/components/guitools/radialgradient.cpp
Library/QHTM_FullSource1967/components/guitools/guitooltip.cpp,third-party/middleware,normal player dependency,2786,8fbf8b07a50fd7c0d9c6551068a8fe0772d22cc052c5c1cf28d60f97f605b279,,,0,
Library/QHTM_FullSource1967/components/guitools/guitooltip.h,third-party/middleware,normal player dependency,971,4fac47af35fc36097300742598be2b1cd028804d98c03a6bb089505a36dcd5e3,,,1,Library/QHTM_FullSource1967/components/guitools/guitooltip.cpp
Library/QHTM_FullSource1967/components/guitools/handlemousewheelregisteredmessage.cpp,third-party/middleware,normal player dependency,2748,5a1732509a825f6e7c33a9354f963a494c0b843b76d5ea2584762889c487eb1b,,qhtm sdk/handlemousewheelregisteredmessage.cpp,0,
Library/QHTM_FullSource1967/components/guitools/palette.cpp,third-party/middleware,normal player dependency,2493,0b6ebbfbcb1feb3cf31a8ee4131108a0918efa1776f955f8e296c85e499845eb,,XFControl/Win32/palette.cpp;XLauncher/FlashCtrl/win32/palette.cpp,0,
Library/QHTM_FullSource1967/components/guitools/palette.h,third-party/middleware,normal player dependency,440,624e685bae348f7253a1d798b5f7ff139e597821bfce0ddb0fe28df94232051c,,XFControl/Win32/palette.h;XLauncher/FlashCtrl/win32/palette.h,3,Library/QHTM_FullSource1967/components/guitools/drawcontext.h;Library/QHTM_FullSource1967/components/guitools/guitools.h;Library/QHTM_FullSource1967/components/guitools/palette.cpp
Library/QHTM_FullSource1967/components/guitools/radialgradient.cpp,third-party/middleware,normal player dependency,2147,ef2c46f1ac96fd48d23de45f9b46d37d8ec3184795792127eb071f7da29d1966,,,0,
Library/QHTM_FullSource1967/components/guitools/smoothanimationcalc.h,third-party/middleware,normal player dependency,1275,08df817059e1a76a38a7f3c67ce0954887d75567206ce5555ea20c119827a1c1,,,0,
Library/QHTM_FullSource1967/components/guitools/stdafx.cpp,third-party/middleware,normal player dependency,200,e47a0c6af1f65b4aeb57dab962127efa9b81d188ec6677c070fd5bf54ebbe3fb,,SetRegistry/SetRegistry/StdAfx.cpp;SetRegistry/StdAfx.cpp;StdAfx.cpp;XFControl/StdAfx.cpp;XFileTransfer/StdAfx.cpp;XLauncher/StdAfx.cpp;XPacker/StdAfx.cpp;XPatch/StdAfx.cpp;qhtm sdk/qhtm static link/stdafx.cpp;qhtm sdk/stdafx.cpp;qhtm sdk/test/stdafx.cpp,0,
Library/QHTM_FullSource1967/components/guitools/stdafx.h,third-party/middleware,normal player dependency,540,9607a82154442addf730fcfe4cd569a6a4c17514d0becfcbdf1cdac9fa87e291,,SetRegistry/SetRegistry/StdAfx.h;SetRegistry/StdAfx.h;StdAfx.h;XFControl/StdAfx.h;XFileTransfer/StdAfx.h;XLauncher/StdAfx.h;XPacker/StdAfx.h;XPatch/StdAfx.h;qhtm sdk/qhtm static link/stdafx.h;qhtm sdk/stdafx.h;qhtm sdk/test/stdafx.h,31,Library/QHTM_FullSource1967/components/guitools/createroundcornerregion.cpp;Library/QHTM_FullSource1967/components/guitools/dib.cpp;Library/QHTM_FullSource1967/components/guitools/dibalphablend.cpp;Library/QHTM_FullSource1967/components/guitools/dibblur.cpp;Library/QHTM_FullSource1967/components/guitools/dibcleartocolour.cpp;Library/QHTM_FullSource1967/components/guitools/dibconverttograyscale.cpp;Library/QHTM_FullSource1967/components/guitools/dibcreatecopy.cpp;Library/QHTM_FullSource1967/components/guitools/dibcreateregionfromtransparency.cpp;Library/QHTM_FullSource1967/components/guitools/dibcreateresized.cpp;Library/QHTM_FullSource1967/components/guitools/dibdrawbitmapontous.cpp;Library/QHTM_FullSource1967/components/guitools/dibdrawline.cpp;Library/QHTM_FullSource1967/components/guitools/dibdrawtransparent.cpp;Library/QHTM_FullSource1967/components/guitools/dibdrawwithalphachannel.cpp;Library/QHTM_FullSource1967/components/guitools/dibfillrect.cpp;Library/QHTM_FullSource1967/components/guitools/dibgetpixel.cpp;Library/QHTM_FullSource1967/components/guitools/dibgradientfilllefttoright.cpp;Library/QHTM_FullSource1967/components/guitools/dibgradientfilltoptobottom.cpp;Library/QHTM_FullSource1967/components/guitools/dibputpixel.cpp;Library/QHTM_FullSource1967/components/guitools/dibputpixelblend.cpp;Library/QHTM_FullSource1967/components/guitools/dibrectangle.cpp;Library/QHTM_FullSource1967/components/guitools/dibsetcolourtransparent.cpp;Library/QHTM_FullSource1967/components/guitools/drawbitmapshadow.cpp;Library/QHTM_FullSource1967/components/guitools/drawcontext.cpp;Library/QHTM_FullSource1967/components/guitools/gradientfill.cpp;Library/QHTM_FullSource1967/components/guitools/guibaseobject.cpp;Library/QHTM_FullSource1967/components/guitools/guibasewindowobject.cpp;Library/QHTM_FullSource1967/components/guitools/guitooltip.cpp;Library/QHTM_FullSource1967/components/guitools/handlemousewheelregisteredmessage.cpp;Library/QHTM_FullSource1967/components/guitools/palette.cpp;Library/QHTM_FullSource1967/components/guitools/radialgradient.cpp;Library/QHTM_FullSource1967/components/guitools/stdafx.cpp
Library/QHTM_FullSource1967/components/imglib/compatibledc.h,third-party/middleware,normal player dependency,638,08915b3d8f7be764911c7fd75d2ebfe526553fe99383b1addda96064f78c3e51,,,6,Library/QHTM_FullSource1967/components/imglib/decodebmp.cpp;Library/QHTM_FullSource1967/components/imglib/decodeico.cpp;Library/QHTM_FullSource1967/components/imglib/decodejpeg.cpp;Library/QHTM_FullSource1967/components/imglib/decodemng.cpp;Library/QHTM_FullSource1967/components/imglib/decodepcx.cpp;Library/QHTM_FullSource1967/components/imglib/decodepng.cpp
