archive_path,github_path,category,status,archive_size,github_size,archive_added_lines_vs_github,archive_removed_lines_vs_github,line_similarity,archive_mtime,archive_sha256,github_sha256
audio_sdk/src/AudioLib/except/eax.h,audio_sdk/src/AudioLib/except/eax.h,normal/shared source,text-identical (encoding/EOL differs),18211,17752,,,,1341402512,e09f48aa020059a66295bf2b1f2b5dae89a6e83268014dbbfb7b1f58c935d89f,a7449bf68cee2c604fba467015bfea6af8a39f3dc956513e9f6bf03ff546c3a2
audio_sdk/src/AudioLib/except/Extensions.cpp,audio_sdk/src/AudioLib/except/Extensions.cpp,normal/shared source,text-identical (encoding/EOL differs),13776,13092,,,,1341402512,2e09627af6a1591d858f876b0ab5b6a72602221cce2ddf652881e906bf8ab4db,1ee75c0a8e5c3fc307b9dc205ee0661d5d9da67219e6a86276d95a2409054093
audio_sdk/src/AudioLib/except/Extensions.h,audio_sdk/src/AudioLib/except/Extensions.h,normal/shared source,text-identical (encoding/EOL differs),2948,2839,,,,1341402512,edf0042f6f54813ee2a1fe9956a050f1de75b2a716ba7f8fb050e307b57a4555,36cf7be76a3de0ddee8be366729f95024119cbbde20419180d6a5830a7d24a51
audio_sdk/src/AudioLib/except/Wave.cpp,audio_sdk/src/AudioLib/except/Wave.cpp,normal/shared source,text-identical (encoding/EOL differs),19499,18821,,,,1341402512,86264e86863629f7e89f22eac81d84b6de9415d8e2942008016c6c3d17b7fde0,c78525d2202d02eef8972e12755f61b9db12294b6076e2420142db8cdaeea412
audio_sdk/src/AudioLib/except/Wave.h,audio_sdk/src/AudioLib/except/Wave.h,normal/shared source,text-identical (encoding/EOL differs),2265,2179,,,,1341402512,1072b1f8a481f31683ced77e2ca01ce479f1e3fbf072d09d43f834fbb6b4a481,8a5adf367b4a160b3d0ac8c1e90a1bf63491306f7d62bb0e3281810d27643d73
audio_sdk/src/AudioLib/except/ZoomFx.h,audio_sdk/src/AudioLib/except/ZoomFx.h,normal/shared source,text-identical (encoding/EOL differs),5179,5034,,,,1341402512,c842a7d94e23c2d72b994634a7dcd7c98718e8396cb6a8e3b875716ee35fdb16,c984e6adbcc5cdd3f4538a8d66c70737a571487ed0c502f3ed192c5019a3a151
audio_sdk/src/AudioLib/FileStream.cpp,audio_sdk/src/AudioLib/FileStream.cpp,normal/shared source,text-identical (encoding/EOL differs),7537,7211,,,,1341402509,745d05a1fdfbc285964e13c0b368859afb318499ca5186b72cff117b41c65cec,e30ec22b4a46113df4e46e7a02466a720f9d2f63db0885e300881549fb169166
audio_sdk/src/AudioLib/FileStream.h,audio_sdk/src/AudioLib/FileStream.h,normal/shared source,text-identical (encoding/EOL differs),2091,1997,,,,1341402510,66ba571aefb7dbb069fc64297f58972f498c11ae3700e6017bce9669c980b7a9,5965481ff9f79ee8e10c990592fd8e6d4447ce2be6ca482afcb80b0c3719edca
audio_sdk/src/AudioLib/IAudioLoader.h,audio_sdk/src/AudioLib/IAudioLoader.h,normal/shared source,text-identical (encoding/EOL differs),1751,1691,,,,1341402510,901c2199d4ac916561e21b44f0f4a5582de1c093c52dcd8eddaef2a45fc88e60,4ea9d3f80969b1b4a74dcb6da6bdb4860734df1687b10e08b1b85643ff1015ce
audio_sdk/src/AudioLib/IGameFile.h,audio_sdk/src/AudioLib/IGameFile.h,normal/shared source,text-identical (encoding/EOL differs),561,532,,,,1341402510,4ad9e07adfca56d4ca731cd7a443ff9118ee1dbfc21be9fbef95a5600e2fe11d,cca3985a87aae1190566952dd36a69aab4608356909f39f64a81018e7d730c99
audio_sdk/src/AudioLib/include/AudioLib/3dl2.h,audio_sdk/src/AudioLib/include/AudioLib/3dl2.h,normal/shared source,text-identical (encoding/EOL differs),9381,9183,,,,1341402512,d5ec67288e0f9b5cb2b91fb8a2aaa548e856e60cee763714dc90338692ba6906,246a0b7214ef78cf11bb3110d3740477ebbc336f98f2626c0da472584f246c47
audio_sdk/src/AudioLib/include/AudioLib/3dl2help.h,audio_sdk/src/AudioLib/include/AudioLib/3dl2help.h,normal/shared source,text-identical (encoding/EOL differs),6980,6819,,,,1341402512,b813140d1f4e08ce27fea8006e4300f494b8dcb75c459db3428cf30ef939c73d,ba728c4ad2e949589f6b6a3228a8514fd3b9a38a3cdc8e142974ab5cdfd44ad9
audio_sdk/src/AudioLib/include/AudioLib/AudioLibFactory.h,audio_sdk/src/AudioLib/include/AudioLib/AudioLibFactory.h,normal/shared source,text-identical (encoding/EOL differs),733,706,,,,1341402512,86d53a5d0c07c24fc13a41491c2ae4cd1c7a0b8f29a35bc43601a2172c3c4d90,b23d8118583248fffc613fb591f992936697269b0f06a704653b8f05d08d3b48
audio_sdk/src/AudioLib/include/AudioLib/CDPlayer.h,audio_sdk/src/AudioLib/include/AudioLib/CDPlayer.h,normal/shared source,text-identical (encoding/EOL differs),2260,2158,,,,1341402513,c3624b4b0b2ab0148db368af9265981e219d7f3996c50227deb751653c8b8928,ce148e836e7ac032fcefa4eabc7c261c757fe6d8e364e1d8c731f635609783b2
audio_sdk/src/AudioLib/include/AudioLib/Common.h,audio_sdk/src/AudioLib/include/AudioLib/Common.h,normal/shared source,text-identical (encoding/EOL differs),1149,1100,,,,1341402513,cdf78e6e194acfb3b4ffff11d841b8a2c094894f6a02fc533c07ede845c79fed,e7b884841edcb767e2bd891e8fd074f0d079dd5e61f6b1886edf4174613fc9fc
audio_sdk/src/AudioLib/include/AudioLib/Diagnostics.h,audio_sdk/src/AudioLib/include/AudioLib/Diagnostics.h,normal/shared source,text-identical (encoding/EOL differs),1494,1434,,,,1341402513,dbcfc75b0e981358a36ede608d5a7dfc8cc3852a394508e449a06737fdfb3b34,562cd43f1be395b3c42b544cbe15c43d62cdb0a2793bba6d690a6aca6d7d0249
audio_sdk/src/AudioLib/include/AudioLib/Errors.h,audio_sdk/src/AudioLib/include/AudioLib/Errors.h,normal/shared source,text-identical (encoding/EOL differs),1728,1681,,,,1341402513,7253faa34154f2c8a4e42b6eebfed39a4b7649b9c379793549ee3ca21f42f4a1,2a1cbd62e879d5db6a61d760940cdd6cbc9f2cdf1842576cc12218ac95e2d3f4
audio_sdk/src/AudioLib/include/AudioLib/IAudio.h,audio_sdk/src/AudioLib/include/AudioLib/IAudio.h,normal/shared source,text-identical (encoding/EOL differs),51084,49619,,,,1341402513,7e89aca58c958bbfc2e7ea660ecebd780b1530788145338edf23bf917bcfd517,29b5733ac0dff1032a901dcf396d4371b31ad2477a075f375949a3d41fbacdf6
audio_sdk/src/AudioLib/include/AudioLib/IAudioExt.h,audio_sdk/src/AudioLib/include/AudioLib/IAudioExt.h,normal/shared source,text-identical (encoding/EOL differs),829,798,,,,1341402513,6d51acda811da416e72cc554c82db20160ae091f5f498024a48aba81272238f8,4beea3e1530451f841b62511fe7eaf2ccc69ee9d380eca58bf83754e112b16f5
audio_sdk/src/AudioLib/include/AudioLib/IAudioStream.h,audio_sdk/src/AudioLib/include/AudioLib/IAudioStream.h,normal/shared source,text-identical (encoding/EOL differs),2784,2710,,,,1341402513,b8f2432ee55ed184d66d4a1370c1e119f12f74432add98aada3ab8c8ebb43ad1,3fd0f0e002b0dd158745c2519094efad3c0cc25040672354b9d83a29ffc1a11f
audio_sdk/src/AudioLib/include/AudioLib/ObjectPool.h,audio_sdk/src/AudioLib/include/AudioLib/ObjectPool.h,normal/shared source,text-identical (encoding/EOL differs),2676,2553,,,,1341402513,2f912ded36e7d295a37637e3726b646df133de5d1ccac7d5d9e95232e6ee0a2f,5206cc60dff973c3e4dcd17eb4d20660e7549b60b829a16b4532a61ec0f4895d
audio_sdk/src/AudioLib/include/AudioLib/Types.h,audio_sdk/src/AudioLib/include/AudioLib/Types.h,normal/shared source,text-identical (encoding/EOL differs),945,914,,,,1341402513,080a6e130b174c47bbbb739d961133f597aea472f4343428e1855034cbd996ef,54f2e7e9be602bd47a1349006df8a707167e869bc3feba3058068b69d6f234cb
audio_sdk/src/AudioLib/include/AudioLib/Utilities.h,audio_sdk/src/AudioLib/include/AudioLib/Utilities.h,normal/shared source,text-identical (encoding/EOL differs),4536,4366,,,,1341402513,2db4d6052f2b1d87f2a9434fdb42f015e2463cb20b79731f449d3363b07d323a,8ea93e26af1de2f77e52ff31d30245220f738820f7a903575d043625dfab0e37
audio_sdk/src/AudioLib/include/AudioLib/XAudioPackage.h,audio_sdk/src/AudioLib/include/AudioLib/XAudioPackage.h,normal/shared source,text-identical (encoding/EOL differs),2291,2179,,,,1341402513,a08293723f5831345644029e1e77f4884011e14658d7c9df68ce41ee08109cfb,c7275fe637f8031e4545c34982a9d3f837f41ba32f02977dddb0959418a9de8f
audio_sdk/src/AudioLib/Libraries.cpp,audio_sdk/src/AudioLib/Libraries.cpp,normal/shared source,text-identical (encoding/EOL differs),24,21,,,,1341402510,cac8c82217898bf8c8c16d32060efabd74571de6dd8471fa82f4c92ced2be59c,9388b56e7db8d6a6f15ee681afadc2499a23299b84a4cb9b55985bc750ec25c8
audio_sdk/src/AudioLib/Listener.cpp,audio_sdk/src/AudioLib/Listener.cpp,normal/shared source,text-identical (encoding/EOL differs),11088,10739,,,,1341402510,7131b5278894c28685c3ee2f60b7f53f034b812d1fba5919d9749c48b6e289b1,d08051dc834c5af2162db1efb981838cd57578075158bc0d23d82014be1fbbac
audio_sdk/src/AudioLib/Listener.h,audio_sdk/src/AudioLib/Listener.h,normal/shared source,text-identical (encoding/EOL differs),2319,2236,,,,1341402510,3969e3f412a84f4ba61fa29e38b6791cf7fe7d1a6915c68a5d31cebba66d3389,0ca6a0c3e55a626758a1ec8ca08531ba9d6517a5aea4ee1c5b037cdaad98ff87
audio_sdk/src/AudioLib/MemBlock.cpp,audio_sdk/src/AudioLib/MemBlock.cpp,normal/shared source,text-identical (encoding/EOL differs),756,684,,,,1341402510,8d7d6e53500f18384be4662e96c8315bf1dc56526f417ee52841f0f587bc7de4,6253372cfcc38603872b716b022048544664d57a72a92da280ccfbed8d40f299
audio_sdk/src/AudioLib/MemBlock.h,audio_sdk/src/AudioLib/MemBlock.h,normal/shared source,text-identical (encoding/EOL differs),868,809,,,,1341402510,7ddebc93228b1a367ab0c8ea146513273092f0b4198d33d0be9587fd2fbdd2d9,8dcd623d85a20b4383395062223ffa7543a0db4aeb485936952d881e647eda9b
audio_sdk/src/AudioLib/MemoryWave.cpp,audio_sdk/src/AudioLib/MemoryWave.cpp,normal/shared source,text-identical (encoding/EOL differs),4400,4211,,,,1341402510,e6d4e68a8b0801971f071a332a481854b7d5bf20570705c3b6524d741760854d,e22c65549eb1d77ff791cb854eac7155c097fb845e5d8919ec4e6d8416c9ff8f
audio_sdk/src/AudioLib/MemoryWave.h,audio_sdk/src/AudioLib/MemoryWave.h,normal/shared source,text-identical (encoding/EOL differs),1598,1537,,,,1341402510,97c5d5877802053116b32943110ec369a4b349bcec63172af9ee16bc65c12ca1,e08f3ebc897649ae527c542bb57560b36a11a23b825066b26492bb6c260352f5
audio_sdk/src/AudioLib/mssccprj.scc,audio_sdk/src/AudioLib/mssccprj.scc,resource/config/other,content-different,213,177,,,,1341402508,fa73f03878b3f075356a863e57f6a07063ed515c00e5e0c5ee0d10d90c2aa4b5,f71758a8080336748d82f8c7ceb12728f2015caf700b5ad3cf3a76bfcaa21b14
audio_sdk/src/AudioLib/PropertySet.cpp,audio_sdk/src/AudioLib/PropertySet.cpp,normal/shared source,text-identical (encoding/EOL differs),6934,6703,,,,1341402510,2bbaf2b70905b92f3f785a18e9aff9d065edcfc51970983b5e31caf7b8b7cfb6,ae2d7045536ccc7d482363b4c57464c0b68e2a55b7482664cc2d439fd672e421
audio_sdk/src/AudioLib/PropertySet.h,audio_sdk/src/AudioLib/PropertySet.h,normal/shared source,text-identical (encoding/EOL differs),1768,1699,,,,1341402510,d28d5ee60b3de1ce791f1b365906d22e0d1ebe894ccf6c037979158b4ba7490c,0fdbca816b59986b08b6c893ba35fbb7fedefee19e31c706e18d98430a78ded6
audio_sdk/src/AudioLib/Segment.cpp,audio_sdk/src/AudioLib/Segment.cpp,normal/shared source,text-identical (encoding/EOL differs),13657,13144,,,,1341402511,820634e9d92af735b7ed2d2ff744675d06b6764d1405406657ea298d5b9f1245,d1bac45f3974cf4d19e4b2324100e86fe55c3763ee7a726fe571686cbf0409fa
audio_sdk/src/AudioLib/Segment.h,audio_sdk/src/AudioLib/Segment.h,normal/shared source,text-identical (encoding/EOL differs),2611,2511,,,,1341402511,8f9b02f48960f53a6d7be76467c9cc456bccebef1f45a1db380218e6926a4751,881a19ee5467ac64701184543287313b801fc8a2561563fc1d7e4ed25a0e6c86
audio_sdk/src/AudioLib/Sound.cpp,audio_sdk/src/AudioLib/Sound.cpp,normal/shared source,text-identical (encoding/EOL differs),27911,26866,,,,1341402511,5b827bc20f86cf165f9e551469cf45110130a283063d22810d415aa0edbbc4de,68ead6f788502d608dd1b16fe9a05e749abf03856d7969b79876562df9d1d3e6
audio_sdk/src/AudioLib/Sound.h,audio_sdk/src/AudioLib/Sound.h,normal/shared source,text-identical (encoding/EOL differs),3515,3367,,,,1341402511,0f6580bda3f93d84aff80f788f68aaf4b7a90254f353896d44cd08e4d1ca26ab,69a36eacbd9645369858490b9bb3ff395f3ea9f959d3d3b66bd28c973a7b2cce
audio_sdk/src/AudioLib/Sound3D.cpp,audio_sdk/src/AudioLib/Sound3D.cpp,normal/shared source,text-identical (encoding/EOL differs),18753,18023,,,,1341402511,c296a1a2c9be1408e54d8a353cf3da88e53bd5f5baa712aab41e60011502d953,6f00dbb07c4c39e53aaf9d94c2db16a0e7044e9f2b5c2b1850c9331068bf2d7e
audio_sdk/src/AudioLib/Sound3D.h,audio_sdk/src/AudioLib/Sound3D.h,normal/shared source,text-identical (encoding/EOL differs),3326,3197,,,,1341402511,ddec1896d3194f24e7738d68844ddea26ddc3f4113e5f5404c58553db0c57125,624fb911974093936bd11f55158d197d5097b4b9150d5e5460419e7506610b93
audio_sdk/src/AudioLib/src/AudioLib/AudioCommon.h,audio_sdk/src/AudioLib/src/AudioLib/AudioCommon.h,normal/shared source,text-identical (encoding/EOL differs),1883,1811,,,,1341402513,ab19bfcc3a0f4dfd89e928dd19822a92dd995e5a5ad6a4205d362e05ced9b523,94b682425b797df525d3f85f390cd9f3357a6d40dfb53defad992ec2d7e0b70c
audio_sdk/src/AudioLib/src/AudioLib/AudioLib.dsp,audio_sdk/src/AudioLib/src/AudioLib/AudioLib.dsp,resource/config/other,text-identical (encoding/EOL differs),13913,13501,,,,1341402513,cacc8f4943df6f3018ec62f2a897480b5641c8b4a5dd650b0d2b69b19cb17ac8,6aa8a951d851cd5979f42c767b43fd80279349ed4b31df0c943109b87e29f0ba
audio_sdk/src/AudioLib/src/AudioLib/AudioLibFactory.cpp,audio_sdk/src/AudioLib/src/AudioLib/AudioLibFactory.cpp,normal/shared source,text-identical (encoding/EOL differs),718,694,,,,1341402513,5e354078885edfa641d9415b8156fc608c3aace988ebfa1ad2a4d7e6f2352260,1fdfb83bf6950d709ab50d9c1d4c288b3159ea3c9dc40e1a2843c7070b875347
audio_sdk/src/AudioLib/src/AudioLib/AudioMgr.cpp,audio_sdk/src/AudioLib/src/AudioLib/AudioMgr.cpp,normal/shared source,text-identical (encoding/EOL differs),40310,39039,,,,1341402514,f839ce7cc1267e548d9fcdbdaf51e81c59f7e749dc750534fb7df65c2f4e2703,59acff65897ebaf6f5faf80996ea1453a3ede1ddb0deb94e6a15212af1681070
audio_sdk/src/AudioLib/src/AudioLib/AudioMgr.h,audio_sdk/src/AudioLib/src/AudioLib/AudioMgr.h,normal/shared source,text-identical (encoding/EOL differs),8458,8175,,,,1341402514,1045bc9037b536cb884dbc24e4262ba0fdb30211bde26077584c06f285d3df6f,1885f20071fdced928e5b1b42808db91b06bbb2195adc16fff76775421e96b2b
audio_sdk/src/AudioLib/src/AudioLib/AudioScript.cpp,audio_sdk/src/AudioLib/src/AudioLib/AudioScript.cpp,normal/shared source,text-identical (encoding/EOL differs),4584,4403,,,,1341402514,f394885e6708be9001d166a04bf4c5ff80079e53c141bb7d91a96f892d78d89a,09a7f4df03651e14b53a9342fd36933d92ccd3bd6c93f0e0e8891e505cb649d9
audio_sdk/src/AudioLib/src/AudioLib/AudioScript.h,audio_sdk/src/AudioLib/src/AudioLib/AudioScript.h,normal/shared source,text-identical (encoding/EOL differs),1437,1373,,,,1341402514,848bcb0d119f0436be53b3e4f29e6253296e9cd6c389ff06347c21b062bca9a2,524ce78a93d4e10164d9b52acded791347e6dee38364e2e84454e9ec501bbae1
audio_sdk/src/AudioLib/src/AudioLib/AudioStreamFactory.cpp,audio_sdk/src/AudioLib/src/AudioLib/AudioStreamFactory.cpp,normal/shared source,text-identical (encoding/EOL differs),859,830,,,,1341402514,f6c89d8802b0fd831836db20d82d1a4019381704b240cbfb49bfc5ed88939a56,1afe886335b6cf83311152f37bb1e4fcb883a97ad0ae68ff7cae6b5d84316954
audio_sdk/src/AudioLib/src/AudioLib/AudioStreamFactory.h,audio_sdk/src/AudioLib/src/AudioLib/AudioStreamFactory.h,normal/shared source,text-identical (encoding/EOL differs),768,740,,,,1341402514,41c998a780bfd1a7585b40611f315d3c22317454eecb4ee488ce32eccb540cce,a29890144604c41c075926cc6fb66f9646a483a50e6dbdadf22cc1b0563e4386
audio_sdk/src/AudioLib/src/AudioLib/BufferCache.cpp,audio_sdk/src/AudioLib/src/AudioLib/BufferCache.cpp,normal/shared source,text-identical (encoding/EOL differs),4430,4261,,,,1341402514,2ba66f8f150119550d810695494b83ee8c2f373ecaca9ad6f9775e57520ec894,507406252a1af2ca86d22a8dfa76908761340ee99eb9d73afa690a72eed3a36e
audio_sdk/src/AudioLib/src/AudioLib/BufferCache.h,audio_sdk/src/AudioLib/src/AudioLib/BufferCache.h,normal/shared source,text-identical (encoding/EOL differs),1188,1137,,,,1341402514,2468236e81ace7ebdaa36dd13586f7e363f800c71b85950b3e5b7ba9e1fdaf0b,ecb2ca15ef5e3f66747b42d72f6b8cea3512cf8caf7232ff37ce64f220e4f773
audio_sdk/src/AudioLib/src/AudioLib/CDPlayer.cpp,audio_sdk/src/AudioLib/src/AudioLib/CDPlayer.cpp,normal/shared source,text-identical (encoding/EOL differs),6435,6192,,,,1341402514,b7b4049fb2c0ee0637b8a442bcab05144473f789bd2600c279ddfcd0f62bb52c,0675c801d20ee44e8e7e8db01e2e1d3249dcab8e643d49127e55d6c5fb57ec71
audio_sdk/src/AudioLib/src/AudioLib/Diagnostics.cpp,audio_sdk/src/AudioLib/src/AudioLib/Diagnostics.cpp,normal/shared source,text-identical (encoding/EOL differs),1677,1613,,,,1341402514,7a129c19dd24f8da01f111f017a7f07e87734fb6c39976d1251d65e18ed44062,b6d0426272245fab2929b57b0e81e58a3ba2c3d9a79d29083f526d5bfcba8eb0
audio_sdk/src/AudioLib/src/AudioLib/DLS.cpp,audio_sdk/src/AudioLib/src/AudioLib/DLS.cpp,normal/shared source,text-identical (encoding/EOL differs),3374,3218,,,,1341402514,81376b108841b01ac086f0bf80d9319fa6149630988ce72ea3adccf21b627fdf,8a2fa0ca86e9cbb545abc743515e521c76369ccede68a12fe5cabefd737bbc7b
audio_sdk/src/AudioLib/src/AudioLib/DLS.h,audio_sdk/src/AudioLib/src/AudioLib/DLS.h,normal/shared source,text-identical (encoding/EOL differs),1238,1182,,,,1341402514,269b625817a86f9ba35bee9aa4ee1235ddef3f3a17f85174add23c6d52982d2a,3426b63dc45a05e8e544ba59ccae810d2013714e634893b1660c9900573e093a
audio_sdk/src/AudioLib/src/AudioLib/Errors.cpp,audio_sdk/src/AudioLib/src/AudioLib/Errors.cpp,normal/shared source,text-identical (encoding/EOL differs),3211,3079,,,,1341402515,e0b1986b61494f8975bb092d04a75b9b7ba7573147c61ebffbd9e5c2a14c3eed,2049eb44e94b9477959132ba6cf4da2c4db03ef8d19e4d5f4b38fbcb64aea83a
audio_sdk/src/AudioLib/src/AudioLib/FileStream.cpp,audio_sdk/src/AudioLib/src/AudioLib/FileStream.cpp,normal/shared source,text-identical (encoding/EOL differs),7537,7211,,,,1341402515,745d05a1fdfbc285964e13c0b368859afb318499ca5186b72cff117b41c65cec,e30ec22b4a46113df4e46e7a02466a720f9d2f63db0885e300881549fb169166
audio_sdk/src/AudioLib/src/AudioLib/FileStream.h,audio_sdk/src/AudioLib/src/AudioLib/FileStream.h,normal/shared source,text-identical (encoding/EOL differs),2091,1997,,,,1341402515,66ba571aefb7dbb069fc64297f58972f498c11ae3700e6017bce9669c980b7a9,5965481ff9f79ee8e10c990592fd8e6d4447ce2be6ca482afcb80b0c3719edca
audio_sdk/src/AudioLib/src/AudioLib/IAudioLoader.h,audio_sdk/src/AudioLib/src/AudioLib/IAudioLoader.h,normal/shared source,text-identical (encoding/EOL differs),1751,1691,,,,1341402515,901c2199d4ac916561e21b44f0f4a5582de1c093c52dcd8eddaef2a45fc88e60,4ea9d3f80969b1b4a74dcb6da6bdb4860734df1687b10e08b1b85643ff1015ce
audio_sdk/src/AudioLib/src/AudioLib/Listener.cpp,audio_sdk/src/AudioLib/src/AudioLib/Listener.cpp,normal/shared source,text-identical (encoding/EOL differs),11088,10739,,,,1341402515,7131b5278894c28685c3ee2f60b7f53f034b812d1fba5919d9749c48b6e289b1,d08051dc834c5af2162db1efb981838cd57578075158bc0d23d82014be1fbbac
audio_sdk/src/AudioLib/src/AudioLib/Listener.h,audio_sdk/src/AudioLib/src/AudioLib/Listener.h,normal/shared source,text-identical (encoding/EOL differs),2319,2236,,,,1341402515,3969e3f412a84f4ba61fa29e38b6791cf7fe7d1a6915c68a5d31cebba66d3389,0ca6a0c3e55a626758a1ec8ca08531ba9d6517a5aea4ee1c5b037cdaad98ff87
audio_sdk/src/AudioLib/src/AudioLib/MemoryWave.cpp,audio_sdk/src/AudioLib/src/AudioLib/MemoryWave.cpp,normal/shared source,text-identical (encoding/EOL differs),4400,4211,,,,1341402515,e6d4e68a8b0801971f071a332a481854b7d5bf20570705c3b6524d741760854d,e22c65549eb1d77ff791cb854eac7155c097fb845e5d8919ec4e6d8416c9ff8f
audio_sdk/src/AudioLib/src/AudioLib/MemoryWave.h,audio_sdk/src/AudioLib/src/AudioLib/MemoryWave.h,normal/shared source,text-identical (encoding/EOL differs),1598,1537,,,,1341402515,97c5d5877802053116b32943110ec369a4b349bcec63172af9ee16bc65c12ca1,e08f3ebc897649ae527c542bb57560b36a11a23b825066b26492bb6c260352f5
audio_sdk/src/AudioLib/src/AudioLib/mssccprj.scc,audio_sdk/src/AudioLib/src/AudioLib/mssccprj.scc,resource/config/other,content-different,226,195,,,,1341402513,84c41ac3853c58ffc53301ab6055abb7a832c6292b1374e7e4a98087e20a01f5,27b71c8bd9333d263cc9f65132c1c831e2a9bc906d547511b1d0d4b9be99df0e
audio_sdk/src/AudioLib/src/AudioLib/PropertySet.cpp,audio_sdk/src/AudioLib/src/AudioLib/PropertySet.cpp,normal/shared source,text-identical (encoding/EOL differs),6934,6703,,,,1341402515,2bbaf2b70905b92f3f785a18e9aff9d065edcfc51970983b5e31caf7b8b7cfb6,ae2d7045536ccc7d482363b4c57464c0b68e2a55b7482664cc2d439fd672e421
audio_sdk/src/AudioLib/src/AudioLib/PropertySet.h,audio_sdk/src/AudioLib/src/AudioLib/PropertySet.h,normal/shared source,text-identical (encoding/EOL differs),1768,1699,,,,1341402515,d28d5ee60b3de1ce791f1b365906d22e0d1ebe894ccf6c037979158b4ba7490c,0fdbca816b59986b08b6c893ba35fbb7fedefee19e31c706e18d98430a78ded6
audio_sdk/src/AudioLib/src/AudioLib/Segment.cpp,audio_sdk/src/AudioLib/src/AudioLib/Segment.cpp,normal/shared source,text-identical (encoding/EOL differs),13657,13144,,,,1341402515,820634e9d92af735b7ed2d2ff744675d06b6764d1405406657ea298d5b9f1245,d1bac45f3974cf4d19e4b2324100e86fe55c3763ee7a726fe571686cbf0409fa
audio_sdk/src/AudioLib/src/AudioLib/Segment.h,audio_sdk/src/AudioLib/src/AudioLib/Segment.h,normal/shared source,text-identical (encoding/EOL differs),2611,2511,,,,1341402515,8f9b02f48960f53a6d7be76467c9cc456bccebef1f45a1db380218e6926a4751,881a19ee5467ac64701184543287313b801fc8a2561563fc1d7e4ed25a0e6c86
audio_sdk/src/AudioLib/src/AudioLib/Sound.cpp,audio_sdk/src/AudioLib/src/AudioLib/Sound.cpp,normal/shared source,text-identical (encoding/EOL differs),27911,26866,,,,1341402515,5b827bc20f86cf165f9e551469cf45110130a283063d22810d415aa0edbbc4de,68ead6f788502d608dd1b16fe9a05e749abf03856d7969b79876562df9d1d3e6
audio_sdk/src/AudioLib/src/AudioLib/Sound.h,audio_sdk/src/AudioLib/src/AudioLib/Sound.h,normal/shared source,text-identical (encoding/EOL differs),3515,3367,,,,1341402515,0f6580bda3f93d84aff80f788f68aaf4b7a90254f353896d44cd08e4d1ca26ab,69a36eacbd9645369858490b9bb3ff395f3ea9f959d3d3b66bd28c973a7b2cce
audio_sdk/src/AudioLib/src/AudioLib/Sound3D.cpp,audio_sdk/src/AudioLib/src/AudioLib/Sound3D.cpp,normal/shared source,text-identical (encoding/EOL differs),18753,18023,,,,1341402515,c296a1a2c9be1408e54d8a353cf3da88e53bd5f5baa712aab41e60011502d953,6f00dbb07c4c39e53aaf9d94c2db16a0e7044e9f2b5c2b1850c9331068bf2d7e
audio_sdk/src/AudioLib/src/AudioLib/Sound3D.h,audio_sdk/src/AudioLib/src/AudioLib/Sound3D.h,normal/shared source,text-identical (encoding/EOL differs),3326,3197,,,,1341402515,ddec1896d3194f24e7738d68844ddea26ddc3f4113e5f5404c58553db0c57125,624fb911974093936bd11f55158d197d5097b4b9150d5e5460419e7506610b93
audio_sdk/src/AudioLib/src/AudioLib/Utilities.cpp,audio_sdk/src/AudioLib/src/AudioLib/Utilities.cpp,normal/shared source,text-identical (encoding/EOL differs),8158,7899,,,,1341402516,2a9eb41a907058b15cb6e37971d4f57f5d7a20adedaa61a770ee7d148ba08ed6,b0f40e03ce55caa9e0030ed878e58e5dbf511b552c0e60e030f3790f080d4617
audio_sdk/src/AudioLib/src/AudioLib/Vorbis.cpp,audio_sdk/src/AudioLib/src/AudioLib/Vorbis.cpp,normal/shared source,text-identical (encoding/EOL differs),10025,9648,,,,1341402516,3f7b58120fd214546b5b6460dcc2da528fed365d3a3d86dc6df1e309d9e10571,d6c00f49d6fc6c65294785c25c856d483c63445a91bfe652ad334f0aa0ce9e40
audio_sdk/src/AudioLib/src/AudioLib/Vorbis.h,audio_sdk/src/AudioLib/src/AudioLib/Vorbis.h,normal/shared source,text-identical (encoding/EOL differs),1956,1858,,,,1341402516,9b1e932bb637e3c29d218df7ef5d9fd04be494405a1096afa654aeaf357e6996,3021b57aed7f8d274d292988d4d887dc4e253d3b8098aeb5c0a92039a506d94d
audio_sdk/src/AudioLib/src/AudioLib/Wave.cpp,audio_sdk/src/AudioLib/src/AudioLib/Wave.cpp,normal/shared source,text-identical (encoding/EOL differs),17900,17289,,,,1341402516,c3d69e4161cc68dec7c1d9e3c17e25b8a3a4ebc95cbd0f15b743e21271d84ed6,946bf18ba2b1e556d03f66c1eaa84644e161d95a9636eb35173a8e9cb52106a9
audio_sdk/src/AudioLib/src/AudioLib/Wave.h,audio_sdk/src/AudioLib/src/AudioLib/Wave.h,normal/shared source,text-identical (encoding/EOL differs),2017,1943,,,,1341402516,b44203245c10b53a48565fef025793fc0d8cc82c913ff2952e46dc1f707aeb91,33ce8d330007787d80dbfb694b6baa75c398ee5a117cf85e81473851d9b3a25a
